geometry,pipeline,q,standardize,classifier,cv_accuracy,cv_acc_std,cv_precision,cv_recall,cv_auc,cv_runtime_s,ho_accuracy,ho_precision,ho_recall,ho_auc,ho_runtime_s
AI,A-Full,,True,lr,0.974142112036849,0.006196492542603903,0.9745500365150489,0.9741530054644809,0.9990292750549745,296.2491159439087,0.9810659186535764,0.9812263904164431,0.9810592508266928,0.9997620750138112,79.66354727745056
AI,B-PCA,5.0,False,lr,0.5532222448011922,0.019652963596395418,0.5340637604609684,0.5531147540983608,0.9082837236947965,348.2610058784485,0.5511921458625526,0.5276779938389596,0.5515043096438446,0.910216808973929,105.42336845397949
AI,B-PCA,5.0,True,lr,0.5956151640362167,0.017209896005232136,0.5939669304784727,0.5954793840039743,0.9329565202400346,372.89187717437744,0.5946704067321178,0.5872651386851371,0.5949964763918252,0.934728842169724,80.33448219299316
AI,B-PCA,10.0,False,lr,0.7164803901646006,0.02299996455035348,0.7182276893306325,0.7164530551415799,0.9635863945685609,288.881635427475,0.7251051893408135,0.7249286809208848,0.725348295115737,0.9671638899886258,86.65792989730835
AI,B-PCA,10.0,True,lr,0.6969328727223465,0.00536465104768803,0.6962406545898147,0.6968653750620964,0.9615995407269718,347.01248836517334,0.711781206171108,0.7129717318869705,0.7119856887298748,0.9630383188002366,85.4230682849884
AI,B-PCA,20.0,False,lr,0.8343349364401996,0.008269698409091097,0.8352552213917717,0.83428216592151,0.9862457832150934,308.5051734447479,0.8492286115007013,0.8506281739810962,0.8493196725754865,0.9875071204927898,72.89874505996704
AI,B-PCA,20.0,True,lr,0.8631989884621463,0.008664967402444244,0.864034475072423,0.8631495280675608,0.9891628211442492,382.74229168891907,0.8611500701262272,0.8634918080432044,0.8612132053992518,0.9884380044351176,94.73276686668396
AI,C-UMAP,5.0,False,lr,0.6022172548488338,0.01635816114407361,0.5954446546744074,0.6020317933432688,0.9236603900554753,526.738452911377,0.6199158485273493,0.6222925243627185,0.6202092481162248,0.9348133091483504,143.22281098365784
AI,C-UMAP,5.0,True,lr,0.7940495382600645,0.010915683829888499,0.8045232060810891,0.7940437158469946,0.972541652218035,444.1134741306305,0.8092566619915849,0.8200499719097786,0.8092806418387813,0.977586981071244,125.27631616592407
AI,C-UMAP,10.0,False,lr,0.631987626724469,0.011234316376121597,0.6315579488171899,0.631813214108296,0.9329856815173028,508.8054168224335,0.6332398316970547,0.639724574064642,0.6334580148533638,0.9411664965265479,142.7612657546997
