geometry,pipeline,q,standardize,classifier,accuracy,acc_std,precision,recall,auc,runtime_s
BW,C-UMAP,5.0,True,svm,0.73,0.0433636227896757,0.7261514747878384,0.7308441558441559,0.9699930209456546,707.3876490592957
BW,C-UMAP,10.0,False,svm,0.611107594936709,0.041120784565101404,0.6120737343464617,0.6110389610389609,0.9445224863780719,531.9285573959351
BW,C-UMAP,10.0,True,svm,0.6742405063291139,0.02578956662130989,0.7029771743408108,0.6762987012987013,0.9678068419163104,650.528177022934
BW,C-UMAP,20.0,False,svm,0.5706329113924051,0.029808984363615235,0.5763597261324533,0.5704545454545455,0.9402885261618138,515.2293972969055
BW,C-UMAP,20.0,True,svm,0.6566455696202531,0.053946183132557064,0.6596842046842047,0.6577922077922078,0.9657285017006704,868.1766078472137
LOGE,A-Full,,False,knn,0.9621518987341771,0.017813504488356755,0.9694949494949494,0.9620129870129871,0.9945216050349419,9.760709762573242
LOGE,A-Full,,True,knn,0.934367088607595,0.031357933298805145,0.9482323232323232,0.9334415584415584,0.9925004085673581,9.365634679794312
LOGE,B-PCA,5.0,False,knn,0.9115506329113924,0.045376922038380875,0.9218089990817262,0.9100649350649352,0.9868173388434942,10.159885168075562
LOGE,B-PCA,5.0,True,knn,0.8762025316455695,0.031604023360662724,0.8932329791420701,0.8756493506493508,0.9803291939265314,6.928005933761597
LOGE,B-PCA,10.0,False,knn,0.9545569620253163,0.017134958236979993,0.9595382395382396,0.9542207792207794,0.9952695199493627,9.109427452087402
LOGE,B-PCA,10.0,True,knn,0.9116455696202532,0.026436005027253913,0.9274340810704447,0.9107142857142858,0.9862062035106725,3.4998574256896973
LOGE,B-PCA,20.0,False,knn,0.952120253164557,0.032145980218740905,0.9580447330447331,0.9516233766233768,0.9952839620572472,11.222662925720215
LOGE,B-PCA,20.0,True,knn,0.9419620253164558,0.02941206725765004,0.954384756657484,0.9409090909090908,0.9924014175512464,12.899474620819092
LOGE,C-UMAP,5.0,False,knn,0.9142088607594937,0.022865626715980608,0.9262409812409812,0.9136363636363637,0.9790683760268821,26.426557779312134
LOGE,C-UMAP,5.0,True,knn,0.9091772151898734,0.028927581979813776,0.930492588219861,0.9087662337662337,0.9767393389324462,26.104568243026733
LOGE,C-UMAP,10.0,False,knn,0.9292721518987342,0.023530773981039626,0.9438167388167388,0.9305194805194805,0.9831997646074315,23.28552222251892
LOGE,C-UMAP,10.0,True,knn,0.9167721518987342,0.03318411830105905,0.9326813590449954,0.9162337662337663,0.9760772122878407,16.246938705444336
LOGE,C-UMAP,20.0,False,knn,0.9242405063291139,0.013871592783972736,0.9345815295815296,0.9243506493506495,0.9801100178976168,32.82720971107483
LOGE,C-UMAP,20.0,True,knn,0.9142405063291139,0.03301468697656955,0.9349035812672177,0.913961038961039,0.9782281188862803,28.80014967918396
LOGE,A-Full,,False,lr,0.9949367088607595,0.0062012398551472645,0.9954545454545455,0.9948051948051948,0.9997113997113998,10.595240831375122
LOGE,A-Full,,True,lr,0.9924050632911392,0.010126582278481018,0.9931818181818184,0.9925324675324674,0.99992784992785,13.895084142684937
